Red Tide Sighting No.,Date of Report,Date of Dissipation,Group,Species,Location,Latitude,Longitude,Coordinate System
2005S0037,2005-05-08,2005-05-09,Dinoflagellates,Noctiluca scintillans,"Clear Water Bay First Beach, Sai Kung",22.2906599032781,114.291434322322,WGS84
2005S0038,2005-05-08,2005-05-09,Dinoflagellates,Noctiluca scintillans,"Clear Water Bay Second beach, Sai Kung",22.2875659887814,114.288490921315,WGS84
2005S0039,2005-06-10,2005-06-11,Dinoflagellates,Noctiluca scintillans,Tolo Channel,22.4603007387624,114.297522106554,WGS84
2005S0040,2005-06-30,2005-07-01,Diatom,Skeletonema costatum,Cheung Sha Wan Fish Culture Zone,22.2439931181695,114.010078125679,WGS84
2005S0040,2005-06-30,2005-07-01,Diatom,Thalassiosira nordenskioeldii,Cheung Sha Wan Fish Culture Zone,22.2439931181695,114.010078125679,WGS84
2005S0041,2005-09-05,2005-09-07,Dinoflagellates,Ceratium furca,Inner Port Shelter (Sai Kung Hoi),22.3627493010348,114.276787913224,WGS84
2005S0042,2005-09-06,2005-09-13,Others,Phaeocystis globosa,"Silver Mine Bay Beach, Lantau Island",22.268322837206,114.000759854961,WGS84
2005S0043,2005-09-15,2005-09-17,Dinoflagellates,Ceratium furca,Yim Tin Tsai Fish Culture Zone,22.45481070244,114.209175082223,WGS84
2005S0044,2005-09-21,2005-09-22,Dinoflagellates,Ceratium furca,Tai Tau Chau Fish Culture Zone,22.3693279071524,114.321042355466,WGS84
2005S0046,2005-09-27,2005-09-30,Dinoflagellates,Ceratium furca,Port Shelter,22.3251133477208,114.275982468148,WGS84
2005S0045,2005-09-27,2005-10-02,Dinoflagellates,Ceratium furca,Yim Tin Tsai Fish Culture Zone,22.4538551218961,114.207159703164,WGS84
2005S0047,2005-09-29,2005-10-02,Dinoflagellates,Ceratium furca,"Tai Mei Tuk, Tai Po",22.4670441743822,114.232372284824,WGS84
2005S0048,2005-10-04,2005-10-06,Dinoflagellates,Ceratium furca,Port Shelter,22.3319569886553,114.298816097246,WGS84
2005S0049,2005-10-19,2005-10-20,Dinoflagellates,Ceratium furca,Port Shelter,22.3489294731939,114.292899102138,WGS84
2005S0050,2005-10-19,2005-10-24,Dinoflagellates,Ceratium furca,Tolo Harbour and Tolo Channel,22.4531161958386,114.23766940542,WGS84
2005S0051,2005-10-24,2005-10-25,Dinoflagellates,Ceratium furca,Yim Tin Tsai East Fish Culture Zone,22.4551945711779,114.22205471333,WGS84
2005S0052,2005-10-26,2005-12-16,Dinoflagellates,Ceratium furca,Tolo Harbour and Tolo Channel,22.4468324490526,114.250880066509,WGS84
2005S0053,2005-11-01,2005-12-16,Dinoflagellates,Ceratium furca,Yim Tin Tsai Fish Culture Zone,22.4554233112166,114.206877112016,WGS84
2005S0054,2005-11-02,2005-12-16,Dinoflagellates,Ceratium furca,Tolo Harbour,22.4351816564085,114.207980139743,WGS84
2005S0055,2005-11-12,2005-11-15,Dinoflagellates,Cochlodinium spp.,"Castle Peak Bay, Tuen Mun",22.3691736978106,113.971836113384,WGS84
2005S0056,2005-11-28,2005-11-30,Others,Mesodinium rubrum,South of Lantau Island,22.221943489325,113.953972274178,WGS84
2005S0057,2005-12-02,2005-12-03,Others,Mesodinium rubrum,"Cyberport, Hong Kong Island",22.2538256624351,114.123996065854,WGS84
2005S0058,2005-12-06,2005-12-07,Others,Phaeocystis globosa,Starling Inlet (Sha Tau Kok Hoi),22.5291267989245,114.208671369888,WGS84
2006S0001,2006-01-09,2006-01-11,Dinoflagellates,Noctiluca scintillans,"Hoi Ha Wan, Sai Kung",22.4616143120269,114.327862817307,WGS84
2006S0002,2006-01-16,2006-01-19,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3229756382371,114.272647729953,WGS84
2006S0003,2006-01-19,2006-01-20,Dinoflagellates,Noctiluca scintillans,"Tung Wan Beach, Cheung Chau ",22.2089076975328,114.031262510967,WGS84
2006S0005,2006-01-19,2006-01-23,Others,Phaeocystis globosa,"Deep Water Bay, Hong Kong Island",22.2325020047428,114.174301722113,WGS84
2006S0004,2006-01-19,2006-01-20,Dinoflagellates,Noctiluca scintillans,"Sheung Sze Wan, Sai Kung",22.3044815488401,114.293693440664,WGS84
2006S0006,2006-01-25,2006-02-09,Others,Phaeocystis globosa,"Deep Water Bay Beach, Hong Kong Island",22.2453257506731,114.186634037546,WGS84
2006S0007,2006-01-25,2006-01-26,Others,Phaeocystis globosa,"Repulse Bay, Hong Kong Island",22.2372750709085,114.195097331157,WGS84
2006S0008,2006-01-26,2006-02-02,Others,Phaeocystis globosa,"Silver Mine Bay Beach, Lantau Island",22.2697748023687,113.999410912857,WGS84
2006S0009,2006-02-01,2006-02-02,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3229065765762,114.272411084418,WGS84
2006S0010,2006-02-15,2006-02-20,Others,Phaeocystis globosa,Deep Bay,22.4957938325063,114.000384146199,WGS84
2006S0011,2006-03-23,2006-03-24,Dinoflagellates,Noctiluca scintillans,"Clear Water Bay First Beach, Sai Kung",22.2910752359491,114.291617911264,WGS84
2006S0012,2006-03-26,2006-03-29,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3223909399628,114.273248880119,WGS84
2006S0012,2006-03-26,2006-03-29,Others,Dictyocha octonaria,"Silverstrand Beach, Sai Kung",22.3223909399628,114.273248880119,WGS84
2006S0013,2006-03-31,2006-04-01,Dinoflagellates,Ceratium furca,Yim Tin Tsai Fish Culture Zone,22.454131827403,114.207617345208,WGS84
2006S0014,2006-04-01,2006-04-02,Dinoflagellates,Noctiluca scintillans,"Clear Water Bay First Beach, Sai Kung",22.2908015208552,114.291537309674,WGS84
2006S0015,2006-04-04,2006-04-05,Dinoflagellates,Noctiluca scintillans,"Clear Water Bay Second beach, Sai Kung",22.291186831174,114.291292665889,WGS84
2006S0016,2006-06-08,2006-06-10,Diatom,Skeletonema costatum,"Discovery Bay, Lantau Island",22.3036112048334,114.045343739376,WGS84
2006S0017,2006-06-23,2006-06-28,Diatom,Skeletonema costatum,Ma Wan Fish Culture Zone,22.3524067990201,114.047517207632,WGS84
2006S0018,2006-11-06,2006-11-08,Dinoflagellates,Ceratium furca,Sha Tin Hoi,22.4105439645075,114.214549514033,WGS84
2006S0019,2006-11-07,2006-11-09,Dinoflagellates,Ceratium furca,Shing Mun River,22.3896877491509,114.204102921458,WGS84
2006S0020,2006-11-08,2006-11-21,Dinoflagellates,Ceratium furca,Tolo Harbour,22.4568629300881,114.206317128691,WGS84
2006S0021,2006-11-11,2006-11-22,Dinoflagellates,Cochlodinium spp.,"Castle Peak Bay, Tuen Mun",22.3672671138243,113.961322540185,WGS84
2006S0022,2006-11-12,2006-11-21,Dinoflagellates,Cochlodinium spp.,Ma Wan Fish Culture Zone,22.3506490910558,114.056476040938,WGS84
2006S0023,2006-11-13,2006-11-22,Dinoflagellates,Cochlodinium spp.,"Golden Beach, Tuen Mun",22.3703388116179,113.988552146428,WGS84
2007S0001,2007-01-30,2007-02-05,Others,Heterosigma akashiwo,"Nim Wan, Tuen Mun",22.4284587650455,113.932086448576,WGS84
2007S0002,2007-02-12,2007-02-13,Dinoflagellates,Noctiluca scintillans,Ma Wan ,22.352042728259,114.057241977287,WGS84
2007S0004,2007-02-14,2007-02-21,Dinoflagellates,Noctiluca scintillans,East Lamma Channel,22.2388573290707,114.128365417546,WGS84
2007S0003,2007-02-14,2007-02-16,Dinoflagellates,Noctiluca scintillans,"Nim Wan, Tuen Mun",22.4257548996019,113.932840801316,WGS84
2007S0005,2007-03-13,2007-03-15,Dinoflagellates,Noctiluca scintillans,"Long Harbour (Tai Tan Hoi), Tai, Po",22.4677247843816,114.351229324204,WGS84
2007S0007,2007-04-02,2007-04-03,Dinoflagellates,Akashiwo sanguinea,"Silver Mine Bay Beach, Lantau Island",22.27020925222,113.999572562403,WGS84
2007S0006,2007-04-02,2007-04-03,Dinoflagellates,Akashiwo sanguinea,"Castle Peak Bay, Tuen Mun",22.3581391214304,113.975269800053,WGS84
2007S0008,2007-05-15,2007-05-17,Others,Trichodesmium erythraeum,Tung Ping Chau,22.5384873905627,114.419483818136,WGS84
2007S0009,2007-05-31,2007-06-12,Dinoflagellates,Cochlodinium spp.,Ma Wan Fish Culture Zone,22.3482034946194,114.038169842219,WGS84
2007S0010,2007-06-04,2007-06-12,Dinoflagellates,Cochlodinium spp.,Beaches on HK Island South,22.2284492672328,114.193606401168,WGS84
2007S0011,2007-06-05,2007-06-13,Dinoflagellates,Cochlodinium spp.,Tuen Mun Beaches ,22.3645182870342,113.97359913984,WGS84
2007S0012,2007-06-05,2007-06-12,Dinoflagellates,Cochlodinium spp.,Ma Wan ,22.342058664188,114.078695851635,WGS84
2007S0013,2007-06-05,2007-06-12,Dinoflagellates,Cochlodinium spp.,East Lamma Channel,22.253064142971,114.11820278023,WGS84
2007S0014,2007-06-05,2007-06-12,Dinoflagellates,Cochlodinium spp.,Lo Tik Wan and Sok Kwu Wan Fish Culture Zones,22.2105704660913,114.134685199479,WGS84
2007S0016,2007-06-05,2007-06-13,Dinoflagellates,Cochlodinium spp.,"Yung Shue Wan, Lamma Island",22.2275120506982,114.105837519191,WGS84
2007S0015,2007-06-05,2007-06-12,Dinoflagellates,Cochlodinium spp.,West Kowloon Water Front,22.3108918179289,114.152144882222,WGS84
2007S0020,2007-06-06,2007-06-13,Dinoflagellates,Cochlodinium spp.,"St. Stephen's Beach, Stanley, Hong Kong Island",22.2125596055538,114.214626154589,WGS84
2007S0017,2007-06-06,2007-06-13,Dinoflagellates,Cochlodinium spp.,"Hung Shing Yeh Beach, Lamma Island",22.2180415275279,114.118964184789,WGS84
2007S0018,2007-06-06,2007-06-12,Dinoflagellates,Cochlodinium spp.,North of Lantau Island,22.3227583296733,113.894412659251,WGS84
2007S0019,2007-06-06,2007-06-12,Dinoflagellates,Cochlodinium spp.,Victoria Harbour near Quarry Bay,22.288657535838,114.228909253273,WGS84
2007S0021,2007-06-07,2007-06-12,Dinoflagellates,Cochlodinium spp.,Victoria Harbour,22.2772816346652,114.091484084812,WGS84
2007S0022,2007-06-07,2007-06-12,Dinoflagellates,Cochlodinium spp.,Tung Lung Chau Fish Culture Zone,22.2566666929047,114.281984200307,WGS84
2007S0023,2007-06-07,2007-06-13,Dinoflagellates,Cochlodinium spp.,Ma Wan Tung Wan Beach,22.3502239689668,114.063021899366,WGS84
2007S0024,2007-06-08,2007-06-11,Dinoflagellates,Cochlodinium spp.,"Lung Kwu Tan, Tuen Mun",22.3890988460818,113.903429853966,WGS84
2007S0026,2007-06-09,2007-06-12,Dinoflagellates,Cochlodinium spp.,"Shek O Beach, Hong Kong Island",22.2284035398763,114.251545935748,WGS84
2007S0025,2007-06-09,2007-06-13,Dinoflagellates,Cochlodinium spp.,"Turtle Cove Beach, Hong Kong Island",22.2322945243361,114.223580257806,WGS84
2007S0027,2007-06-10,2007-06-12,Dinoflagellates,Cochlodinium spp.,"Tai Tam Bay and Stanley Main Beach, Hong Kong Island",22.2123960716908,114.22952312598,WGS84
2007S0028,2007-06-11,2007-06-12,Dinoflagellates,Cochlodinium spp.,"Big Wave Bay Beach, Hong Kong Island",22.2458559307962,114.247495667728,WGS84
2007S0029,2007-07-10,2007-07-13,Diatom,Skeletonema costatum,Victoria Harbour,22.3009945914529,114.139386130637,WGS84
2007S0030,2007-07-11,2007-07-25,Diatom,Skeletonema costatum,East of Lamma Island,22.2573109741481,114.115462664769,WGS84
2007S0031,2007-07-11,2007-07-15,Diatom,Skeletonema costatum,Eastern Waters of Hong Kong Island,22.2460674843545,114.418799960448,WGS84
2007S0032,2007-07-12,2007-07-26,Diatom,Skeletonema costatum,Southern East Waters of Hong Kong Island,22.1876008466278,114.172304809586,WGS84
2007S0033,2007-07-19,2007-07-28,Diatom,Skeletonema costatum,"South of Lantau Island, Cheung Chau",22.2099488609196,114.011246029562,WGS84
2007S0034,2007-11-13,2007-11-15,Dinoflagellates,Cochlodinium spp.,"Nim Wan, Tuen Mun",22.4257569812624,113.932688493421,WGS84
2007S0036,2007-11-16,2007-11-20,Dinoflagellates,Scrippsiella trochoidea,Shing Mun River,22.397725812987,114.208941220572,WGS84
2007S0035,2007-11-16,2007-11-29,Others,Mesodinium rubrum,Port Shelter near The Hong Kong University of Science and Technology,22.3406847264766,114.268987398418,WGS84
2007S0037,2007-11-30,2007-12-03,Others,Trichodesmium erythraeum,"Silverstrand Beach, Sai Kung",22.3232918108414,114.272627523919,WGS84
2007S0038,2007-12-12,2007-12-14,Others,Mesodinium rubrum,"Tai Tam Bay, Hong Kong Island",22.2285349021538,114.23186643417,WGS84
2007S0039,2007-12-17,2007-12-19,Dinoflagellates,Noctiluca scintillans,Port Shelter ,22.3093247199677,114.294431110445,WGS84
2007S0040,2007-12-19,2007-12-20,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3232356810813,114.272650751424,WGS84
2007S0041,2007-12-21,2007-12-23,Dinoflagellates,Noctiluca scintillans,Eastern Waters of Hong Kong near Big Wave Bay,22.2435303670662,114.254300803894,WGS84
2007S0042,2007-12-22,2007-12-23,Dinoflagellates,Noctiluca scintillans,Stanley Main Beach Sports Water Centre,22.2199690463097,114.214360977919,WGS84
2007S0043,2007-12-22,2007-12-23,Dinoflagellates,Noctiluca scintillans,"Stanley Main Beach, Hong Kong Island",22.2206577114331,114.21505152791,WGS84
2007S0044,2007-12-22,2007-12-24,Dinoflagellates,Noctiluca scintillans,"Deep Water Bay Beach, Hong Kong Island",22.2451861623235,114.186194783135,WGS84
2008S0001,2008-01-04,2008-01-21,Others,Phaeocystis globosa,"Deep Water Bay Beach, Hong Kong Island",22.2442018320018,114.187164068123,WGS84
2008S0002,2008-01-06,2008-01-14,Dinoflagellates,Noctiluca scintillans,Three Fathoms Cove (Kei Ling Ha Hoi),22.433965946008,114.283022963652,WGS84
2008S0003,2008-01-08,2008-01-14,Dinoflagellates,Noctiluca scintillans,Tolo Channel,22.4761878501573,114.312247750093,WGS84
2008S0004,2008-01-08,2008-01-11,Dinoflagellates,Prorocentrum dentatum,O Pui Tong Fish Culture Zone,22.545506863159,114.297559521768,WGS84
2008S0005,2008-01-11,2008-01-12,Dinoflagellates,Noctiluca scintillans,"Stanley Main Beach, Hong Kong Island",22.2204403618407,114.215007279706,WGS84
2008S0006,2008-01-12,2008-01-15,Dinoflagellates,Noctiluca scintillans,Port Shelter ,22.3391156042693,114.273872752502,WGS84
2008S0007,2008-02-21,2008-03-03,Dinoflagellates,Noctiluca scintillans,Tolo Harbour,22.4543543622924,114.204697459848,WGS84
2008S0008,2008-02-22,2008-02-25,Dinoflagellates,Noctiluca scintillans,Shing Mun River,22.388329975265,114.205306118984,WGS84
2008S0009,2008-03-05,2008-03-12,Diatom,Skeletonema costatum,Deep Bay,22.4666898377297,113.9726403255,WGS84
2008S0010,2008-03-11,2008-03-14,Dinoflagellates,Noctiluca scintillans,Sha Tin Hoi,22.4098289063117,114.218226480629,WGS84
2008S0011,2008-03-19,2008-03-22,Others,Mesodinium rubrum,Ma Wan Fish Culture Zone,22.3523744737173,114.054843760075,WGS84
2008S0012,2008-03-27,2008-04-01,Dinoflagellates,Noctiluca scintillans,Clear Water Bay First and Second Beach,22.2889288358088,114.289639532697,WGS84
2008S0013,2008-03-27,2008-03-31,Dinoflagellates,Noctiluca scintillans,Rocky Harbour (Leung Shuen Wan Hoi),22.3325111541815,114.368687611575,WGS84
2008S0014,2008-03-30,2008-03-31,Dinoflagellates,Noctiluca scintillans,"Hap Mun Bay Beach, Sai Kung",22.3564187573373,114.295748551517,WGS84
2008S0015,2008-04-02,2008-04-07,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3229655281021,114.27279345203,WGS84
2008S0016,2008-04-03,2008-04-07,Dinoflagellates,Noctiluca scintillans,"Tai Hang Hau, Sai Kung",22.30457446456,114.293906502364,WGS84
2008S0017,2008-04-10,2008-04-11,Others,Fibrocapsa japonica,"Silver Mine Bay Beach, Lantau Island",22.2706137744441,114.000331579391,WGS84
2008S0018,2008-04-22,2008-04-24,Others,Fibrocapsa japonica,Inner Port Shelter (Sai Kung Hoi),22.3816052925588,114.278613759497,WGS84
2008S0019,2008-05-31,2008-06-01,Dinoflagellates,Noctiluca scintillans,"Lo So Shing Beach, Lamma Island",22.2043791989788,114.121987902487,WGS84
2008S0020,2008-06-10,2008-06-17,Diatom,Skeletonema costatum,Cape D'Aguilar (Hok Tsui),22.2074830654666,114.262482577621,WGS84
2008S0021,2008-06-22,2008-07-07,Diatom,Thalassiosira tealata,West Lamma Channel,22.2314883685092,114.080389485677,WGS84
2008S0022,2008-11-25,2008-11-27,Others,Mesodinium rubrum,Po Toi O Fish Culture Zone,22.2749824918977,114.2940627882,WGS84
2008S0023,2008-12-03,2008-12-05,Others,Mesodinium rubrum,"Deep Water Bay, Hong Kong Island",22.2356568230872,114.17659167728,WGS84
2009S0001,2009-02-10,2009-02-16,Others,Mesodinium rubrum,Sham Tseng,22.3599744628436,114.068351731479,WGS84
2009S0002,2009-02-12,2009-02-16,Others,Mesodinium rubrum,Tuen Mun Pier,22.3675834255556,113.973934884514,WGS84
2009S0003,2009-02-14,2009-02-17,Dinoflagellates,Noctiluca scintillans,Kai Lung Wan including Kai Lung Wan Fish Culture Zone,22.3772915778103,114.29555109538,WGS84
2009S0004,2009-02-14,2009-02-16,Dinoflagellates,Noctiluca scintillans,"Stanley Main Beach, Hong Kong Island",22.2201879677046,114.214831725088,WGS84
2009S0005,2009-02-14,2009-02-16,Dinoflagellates,Noctiluca scintillans,"Deep Water Bay Beach, Hong Kong Island",22.2435417636858,114.187551273012,WGS84
2009S0006,2009-02-20,2009-02-25,Others,Mesodinium rubrum,Chek Lap Kok near The Brothers,22.3405779865544,113.948397852828,WGS84
2009S0007,2009-02-24,2009-03-03,Dinoflagellates,Noctiluca scintillans,"Clear Water Bay Second beach, Sai Kung",22.2877590421312,114.288613652676,WGS84
2009S0009,2009-02-24,2009-02-27,Dinoflagellates,Noctiluca scintillans,Po Toi O Fish Culture Zone,22.2757876281741,114.294423040559,WGS84
2009S0008,2009-02-24,2009-03-03,Dinoflagellates,Noctiluca scintillans,"Clear Water Bay First Beach, Sai Kung",22.2906484270382,114.29116305792,WGS84
2009S0012,2009-02-25,2009-02-27,Dinoflagellates,Noctiluca scintillans,"Tso Wo Hang, Inner Port Shelter",22.3937069754881,114.288118045738,WGS84
2009S0010,2009-02-25,2009-03-09,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3230562786605,114.272759144386,WGS84
2009S0011,2009-02-26,2009-03-02,Dinoflagellates,Gonyaulax polygramma,Kau Sai Fish Culture Zone,22.3414214059333,114.315064421287,WGS84
2009S0013,2009-03-08,2009-03-10,Dinoflagellates,Noctiluca scintillans,"Hoi Ha Wan, Sai Kung",22.4645793474627,114.333934941323,WGS84
2009S0014,2009-03-15,2009-03-18,Others,Heterosigma akashiwo,Yim Tin Tsai Fish Culture Zone,22.4463182404803,114.202846540039,WGS84
2009S0015,2009-03-17,2009-03-23,Others,Heterosigma akashiwo,Shing Mun River,22.3917325884647,114.203141564052,WGS84
2009S0016,2009-03-23,2009-03-28,Dinoflagellates,Karenia digitata,"Silver Mine Bay Beach, Lantau Island",22.2695630348787,113.999460982762,WGS84
2009S0017,2009-03-25,2009-03-26,Dinoflagellates,Gonyaulax polygramma,"Clear Water Bay, Sai Kung",22.2803144055391,114.297397447626,WGS84
2009S0018,2009-04-06,2009-04-09,Others,Plagioselmis prolonga,Shing Mun River ,22.3812790168708,114.193086134544,WGS84
2009S0019,2009-05-13,2009-05-14,Dinoflagellates,Noctiluca scintillans,"Sham Wan, Lamma Island",22.1914769690535,114.136175162809,WGS84
2009S0020,2009-07-09,2009-07-15,Diatom,Skeletonema costatum,Lo Tik Wan Fish Culture Zone,22.2339255211516,114.136732492773,WGS84
2009S0020,2009-07-09,2009-07-15,Diatom,Pseudo-nitzschia spp.,Lo Tik Wan Fish Culture Zone,22.2339255211516,114.136732492773,WGS84
2009S0021,2009-10-29,2009-11-01,Dinoflagellates,Protopolykrikos distortus,"Castle Peak Bay, Tuen Mun",22.3549951958275,114.000287913027,WGS84
2009S0022,2009-11-06,2009-12-03,Others,Phaeocystis globosa,"Deep Water Bay Beach, Hong Kong Island",22.2444560076106,114.18705041283,WGS84
2009S0023,2009-11-08,2009-11-23,Others,Phaeocystis globosa,"Middle Bay Beach, Hong Kong Island",22.2309126260914,114.197577353618,WGS84
2009S0024,2009-11-10,2009-11-23,Others,Phaeocystis globosa,"Silvermine Bay Beach, Lantau Island",22.2121959443,114.030095496459,WGS84
2009S0025,2009-11-10,2009-11-16,Others,Trichodesmium erythraeum,"Silverstrand Beach, Sai Kung",22.3232045139407,114.272670433776,WGS84
2009S0026,2009-11-15,2009-12-03,Others,Phaeocystis globosa,Rambler Channel,22.3570734896133,114.111216840514,WGS84
2009S0027,2009-11-20,2009-12-03,Others,Phaeocystis globosa,Southern of Lantau Island,22.2249038923027,114.046847919895,WGS84
2009S0028,2009-11-23,2009-12-03,Others,Phaeocystis globosa,Tseung Kwan O near Oscar by the Sea,22.3081842580566,114.264981185652,WGS84
2009S0029,2009-11-23,2009-12-03,Others,Phaeocystis globosa,"Ha Pak Nai, Yuen Long",22.425089009289,113.938719376522,WGS84
2009S0030,2009-12-28,2010-01-11,Others,Phaeocystis globosa,"Deep Water Bay Beach, Hong Kong Island",22.2440210376201,114.18658306618,WGS84
2009S0031,2009-12-30,2010-01-11,Dinoflagellates,Karenia papilionacea,Tai Tau Chau Fish Culture Zone,22.368469148479,114.322646658776,WGS84
2010S0001,2010-01-17,2010-02-02,Dinoflagellates,Noctiluca scintillans,"Ma Shi Chau to Lo Fu Wat, Tolo Harbour",22.4481320730551,114.243223687353,WGS84
2010S0002,2010-01-20,2010-01-25,Dinoflagellates,Noctiluca scintillans,Shing Mun River,22.3973911619018,114.20929590018,WGS84
2010S0003,2010-01-21,2010-02-02,Dinoflagellates,Noctiluca scintillans,Yan Chau Tong,22.5235235810673,114.297968801212,WGS84
2010S0004,2010-01-24,2010-01-26,Dinoflagellates,Noctiluca scintillans,Sha Tin Hoi ,22.4179135714686,114.222280385133,WGS84
2010S0005,2010-01-24,2010-02-01,Dinoflagellates,Noctiluca scintillans,"Little Palm Beach, Sai Kung",22.320356898902,114.287637061478,WGS84
2010S0006,2010-01-27,2010-01-29,Others,Mesodinium rubrum,"Clear Water Bay Second beach, Sai Kung",22.2872104826196,114.289272701548,WGS84
2010S0007,2010-01-31,2010-02-03,Dinoflagellates,Noctiluca scintillans,Tung Ping Chau near Cham Keng Chau,22.5475194601075,114.42516320569,WGS84
2010S0008,2010-02-22,2010-02-24,Dinoflagellates,Noctiluca scintillans,Double Haven (Yan Chau Tong),22.5159943298421,114.289394924077,WGS84
2010S0009,2010-02-24,2010-03-09,Dinoflagellates,Akashiwo sanguinea,Double Haven (Yan Chau Tong),22.5230154530106,114.296797677284,WGS84
2010S0010,2010-03-15,2010-03-17,Dinoflagellates,Noctiluca scintillans,"Clear Water Bay Second beach, Sai Kung",22.2868114443147,114.28832039074,WGS84
2010S0012,2010-03-15,2010-03-19,Dinoflagellates,Noctiluca scintillans,"Tai Mong Tsai, Sai Kung",22.3883857119063,114.296350467056,WGS84
2010S0011,2010-03-15,2010-03-17,Dinoflagellates,Noctiluca scintillans,"Clear Water Bay First Beach, Sai Kung",22.2908894928088,114.291313151469,WGS84
2010S0013,2010-03-15,2010-03-21,Dinoflagellates,Noctiluca scintillans,"Hoi Ha Wan, Sai Kung",22.4782916525654,114.324047692682,WGS84
2010S0014,2010-04-04,2010-04-08,Dinoflagellates,Noctiluca scintillans,"Silver Mine Bay Beach, Lantau Island",22.269589476986,113.999056627049,WGS84
2010S0015,2010-05-07,2010-05-08,Others,Mesodinium rubrum,"Castle Peak Beach, Tuen Mun",22.378489577673,113.979230651014,WGS84
2010S0016,2010-07-05,2010-07-08,Diatom,Thalassiosira tealata,Eastern Waters of Lantau Island ,22.1830088052067,114.03868937706,WGS84
2010S0017,2010-08-02,2010-08-24,Dinoflagellates,Scrippsiella trochoidea,"Sha Tau Kok Hoi and Crooked Harbour including OPT, SLK, AC, KO and STK FCZs",22.544093464812,114.269411944618,WGS84
2010S0018,2010-08-09,2010-08-24,Dinoflagellates,Scrippsiella trochoidea,"Tolo Habour and Tolo Channel including YTT, YE, LFW FCZs",22.4485963577225,114.266317937301,WGS84
2010S0019,2010-09-07,2010-09-09,Dinoflagellates,Scrippsiella trochoidea,"Clear Water Bay First Beach, Sai Kung",22.2907088918936,114.291603948898,WGS84
2010S0020,2010-09-07,2010-09-09,Dinoflagellates,Scrippsiella trochoidea,"Hap Mun Bay Beach, Sai Kung",22.3564379763275,114.295647405068,WGS84
2010S0021,2010-09-10,2010-09-20,Dinoflagellates,Scrippsiella trochoidea,"Hap Mun Bay Beach, Sai Kung",22.3567720083196,114.295731676934,WGS84
2010S0022,2010-09-15,2010-09-20,Dinoflagellates,Scrippsiella trochoidea,"Clear Water Bay Second beach, Sai Kung",22.288240855874,114.290777945087,WGS84
2010S0023,2010-09-16,2010-09-21,Dinoflagellates,Scrippsiella trochoidea,"Clear Water Bay First Beach, Sai Kung",22.2906592850473,114.291695688537,WGS84
2010S0024,2010-10-06,2010-10-18,Dinoflagellates,Karenia mikimotoi,Sha Tau Kok Hoi and Crooked Harbour including STK and KO FCZs,22.5529301313861,114.243769829874,WGS84
2010S0025,2010-10-06,2010-10-25,Dinoflagellates,Karenia mikimotoi,Tolo Channel (Yim Tin Tsai to Tap Mun FCZs),22.4543433698779,114.278351803175,WGS84
2010S0026,2010-10-13,2010-10-22,Dinoflagellates,Karenia mikimotoi,Wu Kai Sha Pier,22.4317364438319,114.231501425032,WGS84
2010S0027,2010-10-18,2010-11-01,Diatom,Chaetoceros salsugineum,Starling Inlet (Sha Tau Kok Hoi) including Sha Tau Kok Fish Culture Zone,22.537624630051,114.225392793188,WGS84
2010S0028,2010-11-29,2010-12-12,Others,Phaeocystis globosa,"Deep Water Bay Beach, Hong Kong Island",22.2441140904813,114.186719960247,WGS84
2010S0029,2010-11-30,2010-12-01,Dinoflagellates,Noctiluca scintillans,Chi Ma Wan to Cheung Sha Wan Fish Cutlure Zone,22.2423070580782,114.015291721167,WGS84
2010S0030,2010-11-30,2010-12-06,Dinoflagellates,Noctiluca scintillans,Tsuen Wan Hoi Hing Road Seashore,22.3713744656274,114.10465217497,WGS84
2010S0031,2010-12-14,2010-12-16,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3229571241386,114.272113827472,WGS84
2011S0001,2011-01-14,2011-01-18,Diatom,Chaetoceros socialis,Shing Mun River,22.387643419847,114.198697646402,WGS84
2011S0002,2011-01-27,2011-02-01,Others,Mesodinium rubrum,O Pui Tong Fish Culture Zone,22.5463626668292,114.300813620328,WGS84
2011S0003,2011-01-27,2011-01-29,Others,Mesodinium rubrum,"Deep Water Bay, Hong Kong Island",22.2391580615842,114.177893780017,WGS84
2011S0004,2011-02-07,2011-02-21,Dinoflagellates,Akashiwo sanguinea,"Clear Water Bay Second beach, Sai Kung",22.2881705339606,114.288412829835,WGS84
2011S0005,2011-02-07,2011-02-11,Dinoflagellates,Noctiluca scintillans,Ma On Shan Lok Wo Sha,22.4311179990506,114.245232189032,WGS84
2011S0006,2011-02-09,2011-02-15,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3229104139765,114.2721052543,WGS84
